OBJECTID,Damage_Status,STREET,PRE_DIR,PRE_TYPE,NAME,TYPE,SUF_DIR,ALIAS1,ALIAS1_TYP,ALIAS2,ALIAS2_TYP,NAME_ACCUR,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,ADD_ACCUR,SOURCE_DAT,DATA_SECUR,DISTRIBUTI,LOADDATE,QUALITY,SCALE,CO_NAME,MDEM_ID,Shape_Leng,Z_Mean,Z_Min,Z_Max,Avg_Slope,Min_Slope,Max_Slope,Nearest_Gauge,Max_Height,Return_Period,Max_WVHT,Max_Dir,Avg_WVHT,Avg_Dir,Max_WSPD,Max_WSPD_Dir,Avg_WSPD,Avg_WSPD_Dir,Nearest_Precip_Gauge,Precipitation,Rel_Elev_Mean,Rel_Elev_Min,Rel_Elev_Max,Longitude,Latitude,Distance_to_Coast_m,Inundation_Duration_Min
7830,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,68.06492292,4.074601901,3.837500095,4.295000076,1.482870405,0.068473384,2.994415522,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,774.78,2.289601901,2.052500095,2.510000076,-89.1363466,30.35134789,189.9951787,0
8404,Damage,W BEACH BLVD,W,,BEACH,BLVD,,90,HWY,,,7,0,0,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,146.6859268,1.850712497,1.692499995,2.112499952,0.951794771,0.095410801,2.414791107,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,789.78,0.065712497,-0.092500005,0.327499952,-89.1126673,30.35800213,80.21550325,66
10827,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,3,1000,1098,0,0,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,99.89828281,4.173569151,4.026000023,4.489999771,1.167131319,0.071943954,2.836287737,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,831.78,2.388569151,2.241000023,2.704999771,-89.1260902,30.35455759,99.9835713,0
8248,No Damage,W BEACH BLVD,W,,BEACH,BLVD,,90,HWY,,,7,0,0,4800,4820,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,145.5749771,3.884281654,3.566666603,4.207499981,0.913858648,0.060754627,2.530781984,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,786.78,2.099281654,1.781666603,2.422499981,-89.120129,30.35643236,125.860247,0
19944,No Damage,BROAD AVE,,,BROAD,AVE,,,,,,7,501,699,500,698,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,283.1613532,3.38697695,1.850000024,4.53000021,1.130065605,0.172895595,5.13723278,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,953.78,1.60197695,0.065000024,2.74500021,-89.1128152,30.35944438,94.76199399,0
20010,No Damage,W BEACH BLVD,W,,BEACH,BLVD,,90,HWY,,,7,0,0,3732,4010,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,278.0568935,3.16911674,2.526000023,3.963999987,1.942634788,0.129144818,5.279830456,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,957.78,1.38411674,0.741000023,2.178999987,-89.1083416,30.36000765,93.95221332,0
10345,No Damage,ALSTON AVE,,,ALSTON,AVE,,,,,,2,605,799,604,798,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,333.4478362,4.058952399,1.762500048,5.695000172,1.874371822,0.034556907,5.021088123,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,821.78,2.273952399,-0.022499952,3.910000172,-89.114896,30.35888768,173.0350992,18
7662,Damage,W BEACH BLVD,W,,BEACH,BLVD,,90,HWY,,,7,0,0,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,152.2643688,2.834812684,2.657999992,3.099999905,1.367125086,0.024360202,3.947710514,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,772.78,1.049812684,0.872999992,1.314999905,-89.1036464,30.3617581,118.5140928,0
17481,No Damage,W BEACH BLVD,W,,BEACH,BLVD,,90,HWY,,,7,0,0,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,154.8421601,3.811122669,3.625,4.077499866,1.174207328,0.040829629,3.088710546,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,919.78,2.026122669,1.84,2.292499866,-89.103763,30.36200989,144.2223019,0
19664,No Damage,36TH AVE,,,36TH,AVE,,,,,,7,801,899,800,898,7,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,78.25779252,4.482632745,4.179999828,4.690000057,0.946321215,0.135902256,2.521847963,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,951.78,2.697632745,2.394999828,2.905000057,-89.1047587,30.36242299,202.0966502,0
18041,No Damage,8TH ST,,,8TH,ST,,,,,,7,3601,3699,3600,3698,7,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,112.5598409,4.128065576,3.575000048,4.75,1.554231825,0.152054265,5.447554111,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,929.78,2.343065576,1.790000048,2.965,-89.1051122,30.36215424,201.8966736,0
10566,No Damage,W BEACH BLVD,W,,BEACH,BLVD,,90,HWY,,,7,0,0,3300,3300,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,163.0480752,4.055644146,3.674000025,4.664999962,1.875138499,0.633969367,4.097761154,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,825.78,2.270644146,1.889000025,2.879999962,-89.1021496,30.3627046,119.0506234,0
14065,No Damage,9TH ST,,,9TH,ST,,,,,,7,3601,3637,3600,3636,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,114.4816333,4.118925828,3.74333334,4.606666565,1.444181742,0.202133328,5.472225666,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,870.78,2.333925828,1.95833334,2.821666565,-89.1052489,30.36286174,275.5608354,0
7693,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,7,0,0,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,315.3366399,2.73567042,1.940000057,3.247999907,2.044760272,0.090454854,6.020925522,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1125.78,0.95067042,0.155000057,1.462999907,-89.0761385,30.37092914,84.01918795,0
17861,No Damage,W BEACH BLVD,W,,BEACH,BLVD,,90,HWY,,,7,2921,2999,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,175.756773,4.075857668,3.817142963,4.382500172,1.175532841,0.042559925,2.154504299,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,924.78,2.290857668,2.032142963,2.597500172,-89.0968054,30.36434129,167.6297132,0
8529,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,7,2301,2499,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,251.5290024,3.32546862,2.801111221,4.146999836,1.673898629,0.159783259,3.436410189,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,968.78,1.54046862,1.016111221,2.361999836,-89.0913416,30.36611753,193.2618811,0
7609,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,7,0,0,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,133.8578747,2.831121915,2.619999886,3.085000038,0.934257435,0.076110139,2.489690065,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,995.78,1.046121915,0.834999886,1.300000038,-89.0866808,30.36764121,183.1765843,0
5889,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,7,0,0,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,159.6070086,2.999116953,2.618000031,3.589999914,2.713909113,0.101351,7.978843212,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,985.78,1.214116953,0.833000031,1.804999914,-89.0809863,30.36942693,84.42096559,0
10995,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,7,0,0,1200,1298,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,233.244384,4.430645962,3.53399992,4.980000019,2.038695824,0.107734986,6.292155266,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1181.78,2.645645962,1.74899992,3.195000019,-89.0731008,30.37187507,88.22879043,0
13485,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,7,0,0,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,843.7080643,2.395696618,1.629999995,2.950000048,1.666051013,0.029868407,9.923604965,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1209.78,0.610696618,-0.155000005,1.165000048,-89.0559151,30.37505157,60.25678969,108
17953,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,7,0,0,650,734,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,250.008201,3.392234449,2.983999968,3.80250001,1.37900549,0.117209502,4.632836819,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1261.78,1.607234449,1.198999968,2.01750001,-89.063787,30.37458628,90.11142031,0
12240,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,7,0,0,600,648,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,197.9984252,2.845447486,2.556666613,3.203999996,1.653888951,0.064557292,5.209757328,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1199.78,1.060447486,0.771666613,1.418999996,-89.0613793,30.37500634,93.71939145,0
10792,No Damage,ALFONSO DR,,,ALFONSO,DR,,,,,,7,1501,1533,1500,1598,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,134.7976971,4.502680346,4.063333511,5.570000172,1.672359088,0.045524485,6.292374611,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1178.78,2.717680346,2.278333511,3.785000172,-89.0586641,30.37637663,177.1491114,0
13646,No Damage,2ND ST,,,2ND,ST,,,,,,7,511,551,506,544,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,172.6233742,4.812891699,4.579999924,5.460000038,1.021075996,0.052178986,4.443116665,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1213.78,3.027891699,2.794999924,3.675000038,-89.0594632,30.3768731,266.8070896,0
8136,No Damage,2ND ST,,,2ND,ST,,,,,,7,601,645,600,640,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,204.0423608,4.860935054,4.599999905,5.190000057,1.131403939,0.061777815,3.895119429,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1129.78,3.075935054,2.814999905,3.405000057,-89.0615781,30.37632391,236.2968128,0
11349,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,7,0,0,200,308,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,380.1983787,2.513104187,2.170000076,3.049999952,1.499425921,0.117819026,5.149044037,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1187.78,0.728104187,0.385000076,1.264999952,-89.0537598,30.37585381,76.08458675,0
9111,No Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,7,0,0,164,198,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,412.8658209,2.996052134,2.593333244,3.545000076,1.608666167,0.053263236,7.103896618,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1146.78,1.211052134,0.808333244,1.760000076,-89.0499909,30.37723652,93.3264143,0
10671,No Damage,OAK AVE,,,OAK,AVE,,,,,,7,1601,1613,1600,1610,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,203.2632277,3.303152594,2.220000029,3.910000086,1.480636537,0.222381935,4.655083179,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1174.78,1.518152594,0.435000029,2.125000086,-89.0556075,30.37611425,76.08458675,0
11115,No Damage,BOUSLOG ST,,,BOUSLOG,ST,,,,,,7,301,399,300,398,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,115.8739778,3.80095536,3.24000001,4.45666647,2.111567285,0.31608814,5.529289246,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1182.78,2.01595536,1.45500001,2.67166647,-89.0561946,30.37692576,262.7613399,0
16479,No Damage,OAK AVE,,,OAK,AVE,,,,,,7,1621,1639,1620,1626,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,90.99583214,2.674181115,2.147500038,3.434999943,1.7134846,0.043866094,4.267753124,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1243.78,0.889181115,0.362500038,1.649999943,-89.0555912,30.37741483,276.3589768,0
8085,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,318.8970292,2.169146134,-0.02,3.585000038,2.674497336,0.045110803,16.45940018,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1128.78,0.384146134,-1.805,1.800000038,-89.0548385,30.37751075,149.8273226,4320
16394,Damage,BEACH DR,,,BEACH,DR,,90,HWY,,,7,0,0,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,205.5174549,1.762342198,1.567499995,1.918333292,0.63179524,0.042145755,1.854849339,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1394.78,-0.022657802,-0.217500005,0.133333292,-89.0290287,30.38148436,75.57951933,132
18091,No Damage,BEACH DR,,,BEACH,DR,,90,HWY,,,7,512,560,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,240.2752645,2.775740216,2.539999962,3.200000048,1.793164603,0.10384082,8.051819801,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1264.78,0.990740216,0.754999962,1.415000048,-89.0414063,30.37928419,99.05729234,0
12610,No Damage,BEACH DR,,,BEACH,DR,,90,HWY,,,7,920,920,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,122.8643619,2.404735847,1.988000035,2.75,1.865276659,0.086102635,6.816431999,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1350.78,0.619735847,0.203000035,0.965,-89.0331986,30.38042213,80.72006547,0
13632,No Damage,BEACH DR,,,BEACH,DR,,90,HWY,,,7,1400,1528,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,494.9941321,2.985402468,2.011428595,3.980000019,1.892939105,0.07472226,5.869569778,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1364.78,1.200402468,0.226428595,2.195000019,-89.0243412,30.38293068,91.39914687,0
12112,No Damage,LAUREL DR,,,LAUREL,DR,,,,,,7,123,137,100,150,7,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,202.9395323,2.977165938,1.727499962,4.605714321,0.994654574,0.076937139,2.103762627,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1345.78,1.192165938,-0.057500038,2.820714321,-89.0280168,30.38280628,91.69840805,42
19779,No Damage,OCEAN VIEW DR,,,OCEAN VIEW,DR,,,,,,7,1123,1227,1114,1204,7,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,158.6757246,5.308389247,4.393333435,5.925555706,1.242405743,0.222199664,3.27513814,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1423.78,3.523389247,2.608333435,4.140555706,-89.028903,30.38375509,285.7731787,0
13484,Damage,BEACH DR,,,BEACH,DR,,90,HWY,,,7,0,0,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,1772.899814,2.861324153,2.265000105,3.476000071,1.963191236,0.082664661,6.976358414,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1361.78,1.076324153,0.480000105,1.691000071,-89.0130746,30.38540957,70.31153412,0
10385,No Damage,BEACH DR,,,BEACH,DR,,90,HWY,,,2,1858,1918,0,0,8,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,711.5719104,4.563836294,3.335000038,5.283333302,4.241155756,0.060030084,11.679245,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1328.78,2.778836294,1.550000038,3.498333302,-89.0148659,30.3852055,92.5917163,0
8528,No Damage,ALLAN DR,,,ALLAN,DR,,,,,,7,153,179,124,180,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,386.3781261,4.850298413,4.021999836,5.618750095,1.807447582,0.076877818,7.354005814,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1312.78,3.065298413,2.236999836,3.833750095,-89.0203075,30.38561671,101.23293,0
15068,No Damage,ANNISTON AVE,,,ANNISTON,AVE,,,,,,7,101,199,100,198,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,235.7776696,5.250143573,3.996000051,5.679999828,1.035937413,0.097046003,9.40328598,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1382.78,3.465143573,2.211000051,3.894999828,-89.0186131,30.38533583,98.34725902,0
13573,No Damage,ANNISTON AVE,,,ANNISTON,AVE,,,,,,7,201,299,200,298,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,117.5491759,5.114504601,4.150000095,5.619999886,2.147662213,0.069859639,8.841173172,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1363.78,3.329504601,2.365000095,3.834999886,-89.0185971,30.38688684,326.974716,0
12743,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,147.2032522,5.551365465,5.292500019,5.674285889,0.662775426,0.034044966,1.599965692,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1352.78,3.766365465,3.507500019,3.889285889,-89.0174524,30.38532886,147.9891634,0
8066,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,0,0,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,145.9842043,2.87142354,2.545000076,3.275000095,2.293927942,0.025102744,7.331139088,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1480.78,1.08642354,0.760000076,1.490000095,-88.9948595,30.38837836,74.0858838,0
8759,No Damage,BEACH DR,,,BEACH,DR,,90,HWY,,,7,2082,2082,0,0,7,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,78.04305873,4.087648185,3.534285784,4.460000038,3.140434631,0.340452969,7.061127663,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1317.78,2.302648185,1.749285784,2.675000038,-89.005743,30.38725762,94.10110781,0
11999,No Damage,GATEWAY DR,,,GATEWAY,DR,,,,,,2,0,0,100,148,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,338.5467129,5.711240753,3.612499952,6.452499866,1.209596446,0.067234874,5.319727898,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1521.78,3.926240753,1.827499952,4.667499866,-88.9972091,30.39002176,105.852292,0
10638,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,333.584529,5.505842175,3.757499933,6.693333149,1.724357121,0.123538136,5.034607887,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1507.78,3.720842175,1.972499933,4.908333149,-88.9960742,30.38986366,100.574062,0
16435,No Damage,EISENHOWER DR,,,EISENHOWER,DR,,,,,,2,0,0,0,0,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,703.0886982,5.525071169,4.823999882,6.594285488,0.978908136,0.053716008,2.944888592,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1576.78,3.740071169,3.038999882,4.809285488,-88.9926658,30.39011683,102.5520132,0
8354,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,36.25506349,5.518436895,5.355000019,5.920000076,1.317489756,0.288389623,3.35845685,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1485.78,3.733436895,3.570000019,4.135000076,-88.9923851,30.39052311,259.1743248,0
10080,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,0,0,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,176.925991,2.880378061,2.630000114,3.434285641,2.227583941,0.045429002,10.09033298,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1498.78,1.095378061,0.845000114,1.649285641,-88.9932519,30.38864894,77.08849931,0
8042,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,147.4270452,5.56975241,4.695000172,6.357999802,1.246721068,0.108501181,2.805072546,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1479.78,3.78475241,2.910000172,4.572999802,-88.9916235,30.38989998,110.1999539,0
19549,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,36.97163378,6.02855241,5.493999958,6.504000187,1.632810989,0.388950944,3.76791358,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1604.78,4.24355241,3.708999958,4.719000187,-88.9920236,30.39054225,256.4743527,0
10090,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,36.98963064,6.024838121,5.576000214,6.340000153,1.187815478,0.140164092,2.916770697,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1500.78,4.239838121,3.791000214,4.555000153,-88.9920387,30.39066453,266.3778734,0
8200,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,69.61651123,6.201027807,6.017499924,6.545000076,0.846306839,0.138548821,2.176911354,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1482.78,4.416027807,4.232499924,4.760000076,-88.9915299,30.39065641,253.5278941,0
11009,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,237.8600559,6.511818169,6.375,6.840000153,1.193823902,0.063208416,7.801579475,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1512.78,4.726818169,4.59,5.055000153,-88.9911979,30.3913278,253.5278941,0
17773,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,0,0,2,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,309.8436231,2.999754665,2.720000029,3.493999958,1.838927107,0.075239271,6.0368433,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1592.78,1.214754665,0.935000029,1.708999958,-88.9905895,30.38920171,81.33292392,0
6322,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,51.07815799,5.568590589,4.75,6.063333511,1.52537743,0.180195361,4.233615398,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1456.78,3.783590589,2.965,4.278333511,-88.989453,30.38993931,125.4800385,0
5983,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,131.3894373,6.368075918,6.016666889,6.733333111,1.818607623,0.303762883,3.938489914,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1454.78,4.583075918,4.231666889,4.948333111,-88.9904788,30.39038132,198.2051688,0
15100,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,185.6711294,6.394501634,6.159999847,6.90500021,1.561922984,0.118043095,5.097884655,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1561.78,4.609501634,4.374999847,5.12000021,-88.9890075,30.39069551,203.9034422,0
7167,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,124.9571221,5.544535646,5.337500095,6.010000229,0.893245175,0.05120641,2.816420555,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1468.78,3.759535646,3.552500095,4.225000229,-88.9886782,30.39021526,163.3902453,0
15171,No Damage,,,,,,,,,,,0,0,0,0,0,0,Mississippi Gulf Base Mapping,5,E4,9/18/09,1,3,Harrison,2007 Coast,144.9653625,6.34880736,6.139999866,6.691666603,1.03112554,0.142595306,3.431705236,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1562.78,4.56380736,4.354999866,4.906666603,-88.9884412,30.39216001,376.0952261,0
12534,Damage,E BEACH BLVD,E,,BEACH,BLVD,,90,HWY,,,2,0,0,0,0,2,Mississippi Gulf Base Mapping,0,E4,9/18/09,0,0,Harrison,2007 Coast,301.0327361,3.055339132,2.846666574,3.383333445,1.835428012,0.025894763,5.241775513,Dauphin Island,1.785,123,5.15,238,3.22,179,28.1,127,21.04,147,Brooklyn,1530.78,1.270339132,1.061666574,1.598333445,-88.9875367,30.38951536,75.2833062,0
